genome_id,gene_symbol,element_type,element_subtype,class,subclass,pct_coverage,pct_identity
72407.148,aadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.148,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.150,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.150,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.150,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.150,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.150,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.150,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.150,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.150,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.150,fieF,STRESS,METAL,,,,
72407.150,silE,STRESS,METAL,SILVER,SILVER,,
72407.150,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.150,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.150,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.150,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.150,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.150,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.150,silP,STRESS,METAL,SILVER,SILVER,,
72407.150,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.150,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.150,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.150,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.150,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.150,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.150,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.150,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.150,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.150,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.150,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.150,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.150,clpK,STRESS,HEAT,,,,
72407.150,hsp20,STRESS,HEAT,,,,
72407.150,blaKPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.150,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.150,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.150,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.150,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.150,dfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.150,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.150,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.150,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.150,blaOXA-9,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.150,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.151,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.151,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.151,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.151,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.151,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.151,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.151,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.151,fieF,STRESS,METAL,,,,
72407.151,silE,STRESS,METAL,SILVER,SILVER,,
72407.151,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.151,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.151,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.151,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.151,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.151,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.151,silP,STRESS,METAL,SILVER,SILVER,,
72407.151,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.151,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.151,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.151,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.151,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.151,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.151,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.151,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.151,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.151,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.151,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.151,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.151,clpK,STRESS,HEAT,,,,
72407.151,hsp20,STRESS,HEAT,,,,
72407.151,blaKPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.151,dfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.151,catA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.151,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.151,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.151,blaSHV-12,AMR,AMR,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,,
72407.151,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.151,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.151,blaOXA-9,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.151,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.151,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.152,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.152,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.152,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.152,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.152,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.152,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.152,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.152,fieF,STRESS,METAL,,,,
72407.152,silE,STRESS,METAL,SILVER,SILVER,,
72407.152,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.152,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.152,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.152,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.152,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.152,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.152,silP,STRESS,METAL,SILVER,SILVER,,
72407.152,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.152,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.152,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.152,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.152,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.152,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.152,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.152,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.152,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.152,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.152,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.152,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.152,clpK,STRESS,HEAT,,,,
72407.152,hsp20,STRESS,HEAT,,,,
72407.152,blaKPC-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.152,merC,STRESS,METAL,MERCURY,ORGANOMERCURY,,
72407.152,catA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.152,blaSHV-12,AMR,AMR,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,,
72407.152,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.152,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.152,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.152,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.152,aadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.152,blaOXA,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.152,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.152,dfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.152,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.153,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.153,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.153,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.153,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.153,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.153,fieF,STRESS,METAL,,,,
72407.153,silE,STRESS,METAL,SILVER,SILVER,,
72407.153,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.153,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.153,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.153,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.153,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.153,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.153,silP,STRESS,METAL,SILVER,SILVER,,
72407.153,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.153,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.153,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.153,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.153,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.153,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.153,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.153,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.153,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.153,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.153,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.153,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.153,clpK,STRESS,HEAT,,,,
72407.153,hsp20,STRESS,HEAT,,,,
72407.153,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.153,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.153,blaKPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.153,sul3,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.153,qacL,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.153,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.153,cmlA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.153,catA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.153,aph(4)-Ia,AMR,AMR,AMINOGLYCOSIDE,HYGROMYCIN,,
72407.153,aac(3)-IVa,AMR,AMR,AMINOGLYCOSIDE,APRAMYCIN/GENTAMICIN/TOBRAMYCIN,,
72407.153,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.153,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.153,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.153,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.153,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.153,estX-3,AMR,AMR,MACROLIDE,TYLOSIN,,
72407.153,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.153,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.158,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.158,gyrA_D87N,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.158,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.158,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.158,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.158,fieF,STRESS,METAL,,,,
72407.158,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.158,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.158,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.158,silE,STRESS,METAL,SILVER,SILVER,,
72407.158,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.158,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.158,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.158,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.158,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.158,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.158,silP,STRESS,METAL,SILVER,SILVER,,
72407.158,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.158,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.158,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.158,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.158,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.158,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.158,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.158,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.158,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.158,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.158,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.158,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.158,blaKPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.158,clpK,STRESS,HEAT,,,,
72407.158,hsp20,STRESS,HEAT,,,,
72407.158,catA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.158,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.158,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.158,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.158,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.158,blaTEM,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.158,qnrS1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.158,blaOXA-9,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.158,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.158,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.158,blaSHV-12,AMR,AMR,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,,
72407.158,dfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1602,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1602,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1602,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1602,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1602,gyrA_D87G,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1602,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1602,ompK36_D135DGD,AMR,POINT,BETA-LACTAM,CARBAPENEM,,
72407.1602,ybtP,VIRULENCE,VIRULENCE,,,,
72407.1602,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.1602,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1602,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1602,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1602,aadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1602,ompK35_N29TfsTer34,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.1602,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1602,fieF,STRESS,METAL,,,,
72407.1602,dfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1602,aadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1602,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1602,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1602,ble,AMR,AMR,BLEOMYCIN,BLEOMYCIN,,
72407.1602,blaNDM-5,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.1602,blaCTX-M,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1602,blaKPC-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.164,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.164,gyrA_D87N,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.164,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.164,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.164,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.164,fieF,STRESS,METAL,,,,
72407.164,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.164,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.164,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.164,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.164,blaKPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.164,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.164,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.164,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.164,blaOXA-9,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.165,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.165,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.165,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.165,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.165,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.165,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.165,dfrA50,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.165,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.165,fieF,STRESS,METAL,,,,
72407.165,silE,STRESS,METAL,SILVER,SILVER,,
72407.165,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.165,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.165,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.165,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.165,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.165,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.165,silP,STRESS,METAL,SILVER,SILVER,,
72407.165,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.165,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.165,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.165,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.165,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.165,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.165,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.165,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.165,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.165,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.165,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.165,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.165,clpK,STRESS,HEAT,,,,
72407.165,hsp20,STRESS,HEAT,,,,
72407.165,blaKPC-2,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.165,aph(4)-Ia,AMR,AMR,AMINOGLYCOSIDE,HYGROMYCIN,,
72407.165,aac(3)-IVa,AMR,AMR,AMINOGLYCOSIDE,APRAMYCIN/GENTAMICIN/TOBRAMYCIN,,
72407.165,merC,STRESS,METAL,MERCURY,ORGANOMERCURY,,
72407.165,catA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.165,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.165,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.165,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.165,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.165,blaSHV-12,AMR,AMR,BETA-LACTAM,CEFIDEROCOL/CEPHALOSPORIN,,
72407.165,cmlA1,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.165,qacL,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.165,estX-3,AMR,AMR,MACROLIDE,TYLOSIN,,
72407.165,blaOXA,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.165,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.165,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.166,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.166,gyrA_D87N,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.166,gyrA_S83I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.166,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.166,ompK35_E42RfsTer47,AMR,POINT_DISRUPT,BETA-LACTAM,CARBAPENEM,,
72407.166,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.166,fieF,STRESS,METAL,,,,
72407.166,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.166,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.166,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.166,clpK,STRESS,HEAT,,,,
72407.166,hsp20,STRESS,HEAT,,,,
72407.166,ramR_E175GfsTer7,AMR,POINT_DISRUPT,MULTIDRUG,CHLORAMPHENICOL/FLUOROQUINOLONE/TEMOCILLIN/TETRACYCLINE/TIGECYCLINE,,
72407.166,blaKPC-3,AMR,AMR,BETA-LACTAM,CARBAPENEM,,
72407.166,aac(6')-Ib,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.166,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.166,blaOXA-9,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.167,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.167,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
